tweet,sentiment
Great find   http://amanita-design.net/samorost-1/,1
 I want to go with you !  But I`m tierd....,1
will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,1
my boss is bullying me...,1
My Tummy Hurt,1
"Now i`ve got 3 new frens-frm Germany,Mexico n France  havin dinner 2gather 2nite.",2
Eww town fair tire smells horrible. Its making me sick,1
a bacon roll and a tea and the (hack)day is your friend  #openhacklondon,2
 happy early mothers day!!!!,3
 That sucks,1
Busssssss with everyone!  yayyy!!!!!!!,2
Its payday! Yay! For all the good it does. Bills bills bills....I`m broke again already,2
#Java is not working - hmph!  Can`t upload photos to #Facebook.,1
 oooh that`s clever. I bow to your economic wisdom sensei,3
140 pages and i`m done with eclipse!,2
"browsing thru adopting agencies, i`m gonna get some exotic kids",2
" And now she also rides giant squids...who knew! Ama hafta go now  i`ll try and get on later, love to you ****",3
GOOD MORNING!!,3
Nursing my sick guniea pig back to health  and my cat is being jealous,1
 i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,1
"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that`ll work. #fridayfirehazzard",3
...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,2
had delicious pav + bhaaji + finely chopped onion + little dash of lemon  Yummy!,3
hopes whoever stole my purse and money gets what is coming to them,3
_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,1
 It`s pretty warm out now! I forgot K was sick though.,2
  How come everyone seems to make so much more money than me.,1
 I have to go to Spanish mass on Sunday  And then write a couple of papers. Boo.,2
http://twitpic.com/4wkzi - before prom. this is when all the chaos began,1
 they won`t  guys are retarded!,1
"Right, **** the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",1
Is sooooo tired... wants to crawl back into bed,1
totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,2
So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin,2
Hey  'keep clear'   (robluketic live > http://ustre.am/2w5v),2
"_skies You got me singing Falling in Love now. Only, I`m changing the week day to Saturday. Doesn`t quite fit.",1
 without ur tweets i feel lost hit me with something,1
Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha,1
 and movies too!!!,2
 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,1
" Yes, they clearly relished acting together, sparking off each other`s performance. And milking all the laughs!",3
But ... but ... who will produce the next Starsailor record?,2
In the university with hungry!!,2
its all over! no more high school,1
ahhh fusterated,1
gotta go twitterers (?) my stupid sister wants to go on facebook  oging to montreal 2morrow so i wont be on for a while! bye!! XoXox <33,1
Maaaan... it is way too nice outside to be in here working.,3
still on the train goin 2 the southside!,2
 I`ve only seen Star Trek twice. Seeing 'Up' today but not in 3D since I was outvoted.,2
Had a pretty good day. Let`s see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me,3
Dad just gave me his old BlackBerry. Not that old... But it doesn`t even have a scroll ball. I want that Bold.,1
missed my friggin hair appt!!!,1
changed my picture on my profile in friendster,2
I think I just found my purse soulmate. But its not in my budget,2
 What day is it? What`s #FF? I`m worst than you,1
i hate my presentation  hahah whatever im glad its over,3
 You missed me!  lol,2
 You never write back babe.... my feelings are hurt,1
"it would sicken most, the number of ways I am able to tweet",1
Not babysitting tonight. I miss that kid.,1
nice night  bed time; work from 4:30-8:45 tomorrow,3
Omg going to die of swine flu when I go to Melbourne,1
"I`m so sad, really really sad",1
 I want a copy to read! I can`t find it at my little library.  #bea09,2
 I also believe in some things are meant to happen.,2
 I like all the songs  I can`t say just one guys! love ya,3
" hey bettiye,  i did see her. stay tuned for videos and blog  hows was obsessed?? i need to get thru exams then imma watch it",2
 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,3
so busy already,2
dang ya`ll mothers day already. goodnight twitter world. i start shooting monday.,2
Watched The Rescuers Down Under with Dru and ate Mickey d`s. This is how Disney sequels *should* be done,3
__  im so sick  I fell over last night outside coz I was putting something in the bin,1
" no idea offhand, but if you keep tweeting about crowdsourcing graphics I`m sure someone will tell you",2
 Your post reminded me to sit something out. Looks like steak for dinner,2
 that couldn`t be more true! I like ur momma`s style!,3
" As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends",3
  Thats charmingly funny,3
May the forth be with you .....,3
Loves her david soooooo much <3,3
Happy Mother`s Day mommy and grandma haha  ily,3
 My cats enjoy the sunbeams from the open windows.  I think that counts.,3
2 days & 5 text messages this month,2
wished I watched jon & kate plus 8 on monday,2
 at least after this you`ll be done!!,3
On the way to santa monica,2
" how abt we wait til summer, and do this at ur place...ima need somewhere to stay anyways",2
" Geez sorry to hear Steph, I hope things improve soon. I know that ain`t much sorry",2
I slept at 2am yesterday,2
im tweeting... this is so hard... i dont get it...,1
 lmao! You baked non-stop? Sounds like yummy fun!,3
  Yeah I know what you mwan.,2
"It`s time for school, y`all !1!! HAPPY STARWARS DAY",3
 I`ll keep that in mind when he gets tonked for 40 off his 4 overs.,2
great party alenka!!  happy birthday chicky! <3,3
"****...Ive gotten so much packed up already lmao, well little **** anyway. Either way, I have a good start",2
 Thanks man.  That sorted it. I only ever remember 222.222,3
31 degree centigrade is much hotter than 30 degree centigrade,1
Sickkkk  ....and I need 11/20--NOW.,1
if aint Bee then it aint me...ya heard me?  {this for u keemie},2
 i know its such a shame  i think they`ve got a good chance & i hope they do coz they are different aren`t they & great :]!,2
"Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!",2
need to get a hand,2
 hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.,2
'dream of a better world because it`s coming' -someone could live off of those words dude,3
 Happy May Day and Star Wars Day,3
What happened to the weather??,2
around...takin it easy tonight b/c i`m still sick,1
Going to bed  Goodnight  xox,2
Ok so any ideas of what to do tomorrow to make it fun? Cause i dont know what to do,2
At school. Blagh. Yay I`m getting the IPhone in August!!,3
My car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,2
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,2
"Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?",1
" I am 28 and I still haven`t been to a club. Lots of bars, though. I don`t think I`m missing much",1
 I love it. Tell me it didn`t match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?,3
"ya know why today sucks? its been raining, we have no $, & no possibility of a magic friday.  so whats goin down tonight?",1
Almost in New York City,2
 http://www.CultureShockMag.com  shoutz 2  the mix on the site is gonna b nervvoouuss,1
 I hate snood. lol. sorrry  i dont know how people play it!,1
International Version of Stand By Me http://tiny.cc/pAVYi PlayingforChange.com,2
 gasp!!! I love it!!! Thank you so much for sharing Tim!!,3
"gots my beathing suit that i ordered from victoia`s secret. but i have to exchange the bottoms, so i have to wait another 2 weeks",2
  My class will be at Chem Sc building. Will see the both of you after 5 yeah?,2
Tropical Depression 1 heading east. MrSal65 scared this one off   Welcome to start of Hurricane Season `09.  Still looking 4 more FL subs.,2
May the 4th be with you    Happy Star Wars Day !!!,3
I have started to fear weekends since joining German classes,1
"  hey y`all, we are waiting for final edits on our cover of 'sombody`s baby.'  can`t wait for some input",2
should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...,2
 it means that you are now FAMOUS. Congrats!,3
" nothing much man, waiting for my Insurance card to come through... Cant get any workdone here w/o it... Redtape",2
Congrats 'Mine That Bird' for being an underdog and kicking the **** out of all the other runners yesterday. I love seeing that happen.,3
"Going on 1,116 days still no new tattoo.",2
Have just bought a TV tuner for my laptop.  He he.  I deserve a present,3
i can`t seem to access Restuarant City due to some internet / javascript problem...,1
Apparently today is Happy Star Wars day.  I`m suppose to say may the 4th be with you.,2
dared to go back and look at that vid I made - I may take it down,2
": You must rest, don`t work hard  How abt Cr-chan ?",2
Why is  scared or  lmao.. Someone pls tell me!!,1
Ha I got another #followfriday. take that ! oh... your listed too... thanks a lot  ya jerk.,3
wishes all you moms a happy & blessed Mother`s Day!,3
 why not united kingdom,2
I slept so late,2
Thank you OpenDNS for saving me from Comcast`s crappy DNS server. My internet is back up to par finally.,2
" man, 4 months until we get to see what those drunk tweets were all about",2
"To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed",2
my grandpa was telling me how they used to cut up human bodies in med school,2
    #followfriday thank you so much. I`m so behind. Still at about half of what I had.,3
Had an awesome pedicure today!!,3
 Evening  Yorkshire`s warm but overcast. How`s NZ? Don`t tell me - dark lol,2
 Aww how cute! You`d love my bathroom  http://twitpic.com/4jez4,3
